ID,Area,Package,Requirement,Original_Status,Closure_State_Before_Final_QA,Implementation_or_Evidence,Condition_Block_or_Exclusion_Reason,Final_Status
SVE-KNN-04,KNN,Package 5,Compare selected visitor with neighbors on key features.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-05,KNN,Package 5,Explain which features make two visitors similar or different.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-06,KNN,Package 5,"Show local score, segment, anomaly, and conversion-label composition.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-07,KNN,Package 5,Suggest business actions based on selected visitor and neighborhood patterns.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-08,KNN,Package 5,Allow neighbor count and feature-set selection within safe bounds.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-09,KNN,Package 5,Keep index loading and search responsive through caching and precomputation.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-KNN-10,KNN,Package 5,Export selected visitor and neighbor comparison with metadata.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; cached scaled neighbour index,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-01,BATCH,Package 3,"Improve upload diagnostics, schema feedback, row counts, and rejected-row explanations.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-02,BATCH,Package 3,Interactive score histogram or density view with threshold and intent bands.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-03,BATCH,Package 3,"Show score bands, expected buyer concentration, segment mix, and anomaly mix.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-04,BATCH,Package 3,"Show target size, capture, precision proxy, cost, and scenario outcomes by threshold.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-05,BATCH,Package 3,Allow campaign-capacity limits and show the highest-priority audience within capacity.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-06,BATCH,Package 3,Compare multiple targeting strategies side by side.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-07,BATCH,Package 3,Explain how filters and rules reduce the audience.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-08,BATCH,Package 3,"Provide score, tier, key drivers, segment, anomaly, and action for selected rows.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-09,BATCH,Package 3,"Export campaign-ready file with rank, score, tier, threshold, segment, explanation, and metadata.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-BATCH-10,BATCH,Package 3,Generate actual-number findings and recommended campaign action.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/2_Batch_Scoring.py; app/ui/campaign_intelligence.py; tests/test_closure_sprint_intelligence.py,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-01,MODEL,Package 4,"Show champion model, version, threshold, feature schema, data split, and evidence dates.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-02,MODEL,Package 4,Interactive multi-metric model comparison with validation and holdout separation.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-03,MODEL,Package 4,Show precision-recall or business-score frontier across candidates.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-04,MODEL,Package 4,"Interactive ROC curve with AUC, operating point, and plain-language explanation.",PLANNED,CONDITIONAL_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Full ROC point-level curve artifact was not saved; AUC and operating-point evidence remain available.,CONDITIONAL
SVE-MODEL-05,MODEL,Package 4,Interactive PR curve with baseline prevalence and operating point.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-06,MODEL,Package 4,"Interactive confusion matrix with counts, rates, business costs, and threshold.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-07,MODEL,Package 4,"Show precision, recall, F1, target share, and buyer capture across thresholds.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-08,MODEL,Package 4,"Translate threshold changes into audience, expected buyers, cost, and value.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-09,MODEL,Package 4,Show predicted probability versus observed frequency with bin counts.,PLANNED,CONDITIONAL_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Calibration-bin evidence was not saved; probability reliability is described without inventing calibration.,CONDITIONAL
SVE-MODEL-10,MODEL,Package 4,Compare score distributions by actual class or relevant cohort.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-11,MODEL,Package 4,Compare validation and untouched holdout performance.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MODEL-12,MODEL,Package 4,"Show available fold, seed, bootstrap, or sensitivity evidence.",CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Only saved seed/stability/sensitivity evidence is shown.,CONDITIONAL
SVE-MODEL-13,MODEL,Package 4,Show genuine ecommerce MLflow evidence only.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Only verified ecommerce MLflow registry evidence is shown; no synthetic experiment history.,CONDITIONAL
SVE-MODEL-14,MODEL,Package 4,"Export model comparison, threshold table, and metadata.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/3_Model_Benchmark_Selection.py; app/ui/model_decision_intelligence.py; saved champion/threshold evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-01,XAI,Package 5,Interactive SHAP global importance using approved feature names.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-02,XAI,Package 5,Show feature impact direction and magnitude across visitors.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-03,XAI,Package 5,Show effect pattern for selected important features.,PLANNED,CONDITIONAL_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,No approved per-feature dependence table exists; global and local contribution evidence is shown instead.,CONDITIONAL
SVE-XAI-04,XAI,Package 5,Explain one visitor score with positive and negative drivers.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-05,XAI,Package 5,Show top positive and negative contributions with readable labels.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-06,XAI,Package 5,Translate local drivers into simple business language.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-07,XAI,Package 5,"Show safe, non-causal 'what would change the score' scenarios where technically defensible.",CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Counterfactual score changes are excluded unless technically defensible; non-causal driver guidance only.,CONDITIONAL
SVE-XAI-08,XAI,Package 5,Compare important drivers across segments or score tiers.,PLANNED,CONDITIONAL_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Segment/tier driver comparison depends on saved contribution rows with compatible segment labels.,CONDITIONAL
SVE-XAI-09,XAI,Package 5,Show data distance or support warning for unusual visitors.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,"Distance/support warning is available from neighbourhood and anomaly evidence, not a formal uncertainty interval.",CONDITIONAL
SVE-XAI-10,XAI,Package 5,"Provide business definitions, units, formulas, and source for each feature.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-11,XAI,Package 5,Cache model and explainer; compute local explanation only on demand.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-XAI-12,XAI,Package 5,"Export visitor score, drivers, model version, and disclaimer.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/1_Visitor_Intent_Predictor.py; app/ui/visitor_similarity_explainability.py; native contribution evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-01,FCST,Package 7,"Allow supported KPI, horizon, and scenario selection.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-02,FCST,Package 7,Interactive historical and future forecast with clear boundary.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-03,FCST,Package 7,Show uncertainty bands and explain their meaning.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-04,FCST,Package 7,Show historical actual versus forecast performance.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-05,FCST,Package 7,"Show residual over time, distribution, and major outliers.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-06,FCST,Package 7,"Show MAE, RMSE, MAPE or appropriate metrics with plain meaning.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-07,FCST,Package 7,"Compare baseline, optimistic, and conservative business scenarios.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-08,FCST,Package 7,Compare linked operational KPIs where supported.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-09,FCST,Package 7,Show available feature or decomposition evidence for forecast changes.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Forecast decomposition/feature evidence is shown only when saved by the approved model pipeline.,CONDITIONAL
SVE-FCST-10,FCST,Package 7,Highlight unusual forecast periods or widening uncertainty.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-11,FCST,Package 7,"Generate actual-number outlook, risk, and recommended planning action.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-FCST-12,FCST,Package 7,"Download filtered forecast, intervals, assumptions, and backtest metrics.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/4_Business_KPI_Forecasting.py; app/ui/operations_intelligence.py; saved forecast/backtest tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-01,JOURNEY,Package 6,Show view → add-to-cart → transaction counts and rates.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-02,JOURNEY,Package 6,Compare funnel performance across segments or intent tiers.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-03,JOURNEY,Package 6,Show supported event transitions and major paths.,PLANNED,CONDITIONAL_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Exact ordered event transitions require event-level sequence evidence; aggregate paths only where supported.,CONDITIONAL
SVE-JOURNEY-04,JOURNEY,Package 6,Highlight largest stage losses and affected segments.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-05,JOURNEY,Package 6,Compare frequent converting and non-converting path patterns.,PLANNED,CONDITIONAL_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Converting/non-converting path comparison depends on compatible ordered event histories.,CONDITIONAL
SVE-JOURNEY-06,JOURNEY,Package 6,"Show time between view, cart, and transaction where timestamps support it.",PLANNED,CONDITIONAL_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Exact stage durations require event timestamps at the required grain.,CONDITIONAL
SVE-JOURNEY-07,JOURNEY,Package 6,"Support segment, intent tier, anomaly, item, and date filters where available.",PLANNED,CONDITIONAL_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Only filters supported by available snapshot columns are enabled.,CONDITIONAL
SVE-JOURNEY-08,JOURNEY,Package 6,Provide aggregated path table and selected visitor trace where appropriate.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-09,JOURNEY,Package 6,Suggest funnel improvement actions based on actual drop-offs.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-JOURNEY-10,JOURNEY,Package 6,Export aggregated funnel and transition evidence.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/9_Customer_Segmentation_Journey.py; app/ui/customer_segmentation_journey.py; visitor snapshot evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-01,ANOM,Package 7,"Show anomaly count, rate, severity, affected segments, and latest evidence time.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-02,ANOM,Package 7,Enhance purchase-intent versus anomaly-risk view with filters and hover detail.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-03,ANOM,Package 7,Show selected anomalous visitor against normal and segment baselines.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-04,ANOM,Package 7,Compare anomaly rate and severity across business segments.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-05,ANOM,Package 7,"Show rule, model, or signal contribution to anomaly status.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-06,ANOM,Package 7,"Provide sortable table with severity, reason, intent, segment, and recommended review.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-07,ANOM,Package 7,Show behavior timeline or feature evidence for selected visitor.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Historical anomaly trend requires repeated comparable snapshots.,CONDITIONAL
SVE-ANOM-08,ANOM,Package 7,Show anomaly volume and rate over time where snapshots exist.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,"Root-cause evidence is limited to saved rule, feature and neighbourhood signals; no causal claim.",CONDITIONAL
SVE-ANOM-09,ANOM,Package 7,"Map anomaly patterns to review, suppress, monitor, or campaign-safe actions.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-ANOM-10,ANOM,Package 7,Export filtered investigation table with evidence metadata.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-01,MON,Package 7,"Show app, exporter, monitoring snapshot, model artifact, and data status.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-02,MON,Package 7,Show scoring volume over time when logs provide history.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Longitudinal drift trend requires repeated comparable Evidently snapshots.,CONDITIONAL
SVE-MON-03,MON,Package 7,"Show score distribution, intent-band proportions, and shifts over time.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-04,MON,Package 7,Show feature-level drift history rather than only one report.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Alert history depends on persisted alert events rather than configuration alone.,CONDITIONAL
SVE-MON-05,MON,Package 7,Show prediction drift score and alert state over time.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Observed production performance depends on matured labels.,CONDITIONAL
SVE-MON-06,MON,Package 7,Provide current-vs-reference feature comparison with effect size and business meaning.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-07,MON,Package 7,"Show alert type, severity, first seen, last seen, state, and acknowledgement where available.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-08,MON,Package 7,"Show prediction windows, matured labels, valid joins, conflicts, and blocked status.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-09,MON,Package 7,Show ledger → eligible → labels received → valid joins → evaluated cohort.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-10,MON,Package 7,Show real production performance only when valid matured labels exist.,CONDITIONAL,CONDITIONAL_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Historical service health requires persisted runtime telemetry.,CONDITIONAL
SVE-MON-11,MON,Package 7,"Show model hash, metadata hash, feature schema hash, generation, and source.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-12,MON,Package 7,Show genuine ecommerce experiment/registry readiness and latest verified run.,PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-13,MON,Package 7,"Show report generation time, sample sizes, drift alert, and report links.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
SVE-MON-14,MON,Package 7,"Generate current health summary, required action, and limitations.",PLANNED,IMPLEMENTED_PENDING_QA,app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence,Implementation exists in the coordinated closure payload; final status depends on tests and rendered review.,VERIFIED
