inventory_id,matrix_ids,page,source_file,source_line,component_type,component_name,source_anchor,data_source,grain,join_or_key,required_columns,fallback_or_empty_state,decision,decision_reason,target_package,evidence_state
P03-0035,SVE-AUD-01;SVE-AUD-13,Executive Overview,app/Executive_Overview.py,985,NAVIGATION,Forecasts,"st.page_link(
        ""pages/4_Business_KPI_Forecasting.py"",
        label=""Forecasts"",
        icon=""📈"",
    )","final holdout, selected-score evidence, validation projection, forecast and repository readiness artifacts",current executive scenario or evidence row,visitorid; date + target_name; artifact category,holdout metrics; score/segment/anomaly fields; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",RETIRE,Package 2 accepted this visible control as excluded; do not count or reintroduce it without a new approved requirement.,Package 2,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0036,SVE-AUD-01;SVE-AUD-14,Executive Overview,app/Executive_Overview.py,991,NAVIGATION,Anomalies,"st.page_link(
        ""pages/5_Anomaly_Outlier.py"",
        label=""Anomalies"",
        icon=""🚨"",
    )","final holdout, selected-score evidence, validation projection, forecast and repository readiness artifacts",current executive scenario or evidence row,visitorid; date + target_name; artifact category,holdout metrics; score/segment/anomaly fields; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",RETIRE,Package 2 accepted this visible control as excluded; do not count or reintroduce it without a new approved requirement.,Package 2,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0037,SVE-AUD-01;SVE-AUD-16,Executive Overview,app/Executive_Overview.py,997,NAVIGATION,Monitoring,"st.page_link(
        ""pages/6_Monitoring_Drift_Health.py"",
        label=""Monitoring"",
        icon=""🩺"",
    )","final holdout, selected-score evidence, validation projection, forecast and repository readiness artifacts",current executive scenario or evidence row,visitorid; date + target_name; artifact category,holdout metrics; score/segment/anomaly fields; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",RETIRE,Package 2 accepted this visible control as excluded; do not count or reintroduce it without a new approved requirement.,Package 2,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0038,SVE-AUD-01;SVE-AUD-11,Executive Overview,app/Executive_Overview.py,1011,TABLE_AND_EXPORT,Filtered executive brief,"show_table_with_download(
    label=""Filtered executive brief"",
    data=brief,
    file_name=""executive_decision_brief.csv"",
    metadata={
        ""evidence_timestamp"": evidence.source_timestamp,
        ""champion_model"": str(holdout[""model_name""]),
        ""threshold"": f""{float(holdout['threshold']):.4f}"",
    },
    description=(
        ""Download the current decision scenario with its evidence labels ""
        ""and provenance metadata.""
    ),
)","final holdout, selected-score evidence, validation projection, forecast and repository readiness artifacts",current executive scenario or evidence row,visitorid; date + target_name; artifact category,holdout metrics; score/segment/anomaly fields; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",RETIRE,Package 2 accepted this visible control as excluded; do not count or reintroduce it without a new approved requirement.,Package 2,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0039,SVE-AUD-01;SVE-AUD-12;SVE-AUD-13,Executive Overview,app/Executive_Overview.py,1026,SOURCE_NOTE,render_source_note,"render_source_note(
    source=(
        ""Final holdout, ML validation evidence, available forecast summary, ""
        ""and repository operational artifacts""
    ),
    evidence_type=""Validated evidence plus labelled scenario assumptions"",
    refreshed_at=evidence.source_timestamp,
    extra=(
        ""The brief combines validated model evidence with user-controlled ""
        ""campaign assumptions. Assumption rows are labelled as Scenario.""
    ),
)","final holdout, selected-score evidence, validation projection, forecast and repository readiness artifacts",current executive scenario or evidence row,visitorid; date + target_name; artifact category,holdout metrics; score/segment/anomaly fields; forecast values; artifact status,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 2,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0040,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,665,ACTION,Use Cold Visitor,"st.button(
        ""Use Cold Visitor"",
        use_container_width=True,
        on_click=apply_preset,
        args=(3, 3, 0, 3, 2),
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0041,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,683,ACTION,Use Browsing Only,"st.button(
        ""Use Browsing Only"",
        use_container_width=True,
        on_click=apply_preset,
        args=(18, 18, 0, 12, 22),
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0042,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,701,ACTION,Use Cart Abandoner,"st.button(
        ""Use Cart Abandoner"",
        use_container_width=True,
        on_click=apply_preset,
        args=(34, 26, 5, 9, 42),
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0043,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,719,ACTION,Use High Intent Buyer,"st.button(
        ""Use High Intent Buyer"",
        use_container_width=True,
        on_click=apply_preset,
        args=(58, 42, 10, 8, 76),
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0044,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,746,CONTROL,Total events,"st.number_input(
        ""Total events"",
        min_value=1,
        max_value=500,
        step=1,
        key=""total_events"",
        help=""Total number of recorded actions for this visitor."",
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0045,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,756,CONTROL,View count,"st.number_input(
        ""View count"",
        min_value=0,
        max_value=500,
        step=1,
        key=""view_count"",
        help=""Number of product views."",
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0046,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,766,CONTROL,Add-to-cart count,"st.number_input(
        ""Add-to-cart count"",
        min_value=0,
        max_value=500,
        step=1,
        key=""addtocart_count"",
        help=""Number of add-to-cart actions."",
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0047,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,776,CONTROL,Unique items,"st.number_input(
        ""Unique items"",
        min_value=1,
        max_value=500,
        step=1,
        key=""unique_items"",
        help=""Number of different products the visitor interacted with."",
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0048,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,786,CONTROL,Activity minutes,"st.number_input(
        ""Activity minutes"",
        min_value=0,
        max_value=1440,
        step=1,
        key=""activity_minutes"",
        help=""Approximate visitor activity span in minutes."",
    )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0049,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,807,ACTION,🚀 Score Visitor & Log Prediction,"score_clicked = st.button(
    ""🚀 Score Visitor & Log Prediction"",
    type=""primary"",
    use_container_width=True,
    disabled=not is_valid,
)","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0050,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,959,DISCLOSURE,Show exact model input row,"with st.expander(""Show exact model input row""):","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0051,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,960,TABLE,prediction['model_input'],"st.dataframe(
            prediction[""model_input""],
            use_container_width=True,
            hide_index=True,
        )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0052,SVE-AUD-02,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,966,DISCLOSURE,Show prediction metadata,"with st.expander(""Show prediction metadata""):","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0053,SVE-AUD-02;SVE-AUD-11,Visitor Intent Predictor,app/pages/1_Visitor_Intent_Predictor.py,967,METADATA,"{'visitor_id': prediction['visitor_id'], 'predicted_at_utc': prediction['predicted_at_utc'], 'champion_model': champion_model_name, 'champion_track': readable_track_name(champion_t","st.json(
            {
                ""visitor_id"": prediction[""visitor_id""],
                ""predicted_at_utc"": prediction[""predicted_at_utc""],
                ""champion_model"": champion_model_name,
                ""champion_track"": readable_track_name(champion_track),
                ""best_threshold"": best_threshold,
                ""score"": score,
                ""segment"": prediction[""intent_segment""],
                ""recommended_action"": prediction[""recommended_action""],
                ""log_method"": prediction[""log_method""],
            }
        )","final champion evidence, user-entered visitor features and prediction output",one visitor or one prediction event,visitor_id,total_events; view_count; addtocart_count; unique_items; activity_minutes; score; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0054,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,786,CONTROL,Upload visitor CSV,"uploaded_file = st.file_uploader(
        ""Upload visitor CSV"",
        type=[""csv""],
        help=""Upload a CSV with visitor behaviour features."",
    )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0055,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,792,EXPORT,Download sample batch CSV template,"st.download_button(
        label=""Download sample batch CSV template"",
        data=template_data.to_csv(index=False),
        file_name=""sample_batch_scoring_visitors.csv"",
        mime=""text/csv"",
        use_container_width=True,
    )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current batch result and add governed scenario, ranking and provenance metadata in Package 4.",Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0056,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,802,TABLE,template_data,"st.dataframe(
        template_data,
        use_container_width=True,
        hide_index=True,
    )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0057,SVE-AUD-03;SVE-AUD-12,Batch Scoring,app/pages/2_Batch_Scoring.py,849,ACTION,🚀 Score Batch Audience,"score_button_clicked = st.button(
            ""🚀 Score Batch Audience"",
            type=""primary"",
            use_container_width=True,
        )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0058,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,955,CHART,build_segment_chart(scored_data),"st.plotly_chart(
                build_segment_chart(scored_data),
                use_container_width=True,
            )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0059,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,961,CHART,build_score_distribution_chart(scored_data),"st.plotly_chart(
                build_score_distribution_chart(scored_data),
                use_container_width=True,
            )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0060,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,966,CHART,"build_priority_chart(scored_data, top_n=20)","st.plotly_chart(
            build_priority_chart(scored_data, top_n=20),
            use_container_width=True,
        )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current batch result and add governed scenario, ranking and provenance metadata in Package 4.",Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0061,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,981,TABLE,scored_data[available_display_columns],"st.dataframe(
        scored_data[available_display_columns],
        use_container_width=True,
        hide_index=True,
    )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0062,SVE-AUD-03;SVE-AUD-12,Batch Scoring,app/pages/2_Batch_Scoring.py,987,EXPORT,Download scored campaign audience CSV,"st.download_button(
        label=""Download scored campaign audience CSV"",
        data=scored_data.to_csv(index=False),
        file_name=""scored_campaign_audience.csv"",
        mime=""text/csv"",
        use_container_width=True,
    )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",ENHANCE,"Keep the current batch result and add governed scenario, ranking and provenance metadata in Package 4.",Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0063,SVE-AUD-03,Batch Scoring,app/pages/2_Batch_Scoring.py,995,DISCLOSURE,Show model and batch metadata,"with st.expander(""Show model and batch metadata""):","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0064,SVE-AUD-03;SVE-AUD-11,Batch Scoring,app/pages/2_Batch_Scoring.py,996,METADATA,"{'champion_model': champion_model_name, 'champion_track': readable_track_name(champion_track), 'threshold': best_threshold, 'precision_at_threshold': best_precision, 'recall_at_thr","st.json(
            {
                ""champion_model"": champion_model_name,
                ""champion_track"": readable_track_name(champion_track),
                ""threshold"": best_threshold,
                ""precision_at_threshold"": best_precision,
                ""recall_at_threshold"": best_recall,
                ""f1_at_threshold"": best_f1,
                ""pr_auc"": pr_auc,
                ""business_lift"": best_lift,
                ""scored_at_utc"": result[""scored_at_utc""],
                ""log_method"": log_method,
            }
        )","uploaded visitor CSV, champion evidence and scored batch output",one uploaded/scored visitor or one batch summary,visitorid or stable input row,required model features; score; segment; decision; threshold,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 4,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0065,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,888,CHART,build_pr_auc_chart(master_table),"st.plotly_chart(
            build_pr_auc_chart(master_table),
            use_container_width=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0066,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,899,CHART,build_precision_recall_chart(master_table),"st.plotly_chart(
            build_precision_recall_chart(master_table),
            use_container_width=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0067,SVE-AUD-04;SVE-AUD-11,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,924,CHART,threshold_chart,"st.plotly_chart(
            threshold_chart,
            use_container_width=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0068,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,940,CHART,stability_chart,"st.plotly_chart(
            stability_chart,
            use_container_width=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0069,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,968,TABLE,sensitivity,"st.dataframe(
        sensitivity,
        use_container_width=True,
        hide_index=True,
    )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0070,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,991,DISCLOSURE,Final model comparison table,"with st.expander(""Final model comparison table"", expanded=True):","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0071,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,993,TABLE,display_table,"st.dataframe(
            display_table,
            use_container_width=True,
            hide_index=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0072,SVE-AUD-04;SVE-AUD-11,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1002,DISCLOSURE,Threshold table,"with st.expander(""Threshold table""):","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0073,SVE-AUD-04;SVE-AUD-11,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1004,TABLE,thresholds,"st.dataframe(
            thresholds,
            use_container_width=True,
            hide_index=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0074,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1012,DISCLOSURE,Stability table,"with st.expander(""Stability table""):","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0075,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1014,TABLE,stability,"st.dataframe(
            stability,
            use_container_width=True,
            hide_index=True,
        )","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0076,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1022,DISCLOSURE,Manual and AutoML-style benchmark tables,"with st.expander(""Manual and AutoML-style benchmark tables""):","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0077,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1028,TABLE,manual_results,"st.dataframe(manual_results, use_container_width=True, hide_index=True)","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0078,SVE-AUD-04,Model Benchmark Selection,app/pages/3_Model_Benchmark_Selection.py,1034,TABLE,automl_results,"st.dataframe(automl_results, use_container_width=True, hide_index=True)","final model comparison, threshold, stability, sensitivity and benchmark tables","one model, threshold, seed or sensitivity condition",model_name + threshold/seed where applicable,PR-AUC; ROC-AUC; precision; recall; F1; target share; stability fields,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 5,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0079,SVE-AUD-05,Business KPI Forecasting,app/pages/4_Business_KPI_Forecasting.py,764,CHART,combined_chart,"st.plotly_chart(
            combined_chart,
            use_container_width=True,
        )","daily KPI, forecast comparison, future forecast and prediction-history tables",one date-target-model row or one target summary,date + target_name + model_name,actual_value; predicted_value; model metrics; best-model flag; data split,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 7,SOURCE_VERIFIED_VISUAL_QA_PENDING
